peso,altura,sexo,edad,tabaco,ubes,carneRoja,verduras,deporte,drogas,dietaEsp,nivEstPad,nivEstudios,nivIngresos
95.01,1.81,V,25,0,0,0,0,0,0,N,1,2,2
112.63,1.74,M,66,0,0,2,0,3,0,N,0,2,1
56.39,1.77,V,34,140,0,3,21,11,0,N,3,4,3
46.66,1.61,M,38,60,20,0,0,5,1,N,1,3,3
92.29,1.65,M,19,0,15,3,1,0,0,N,3,3,3
47.24,1.62,M,34,110,0,0,0,8,0,S,1,1,2
58.32,1.8,V,35,160,0,6,12,2,1,N,2,3,3
56.39,1.77,V,25,100,13,0,0,0,0,N,1,2,3
94.3,1.77,V,27,0,11,0,0,0,0,N,3,3,3
88.6,1.71,M,31,0,14,0,6,0,0,N,1,2,2
105.56,1.68,M,43,0,7,1,2,7,0,N,0,0,0
92.18,1.73,V,37,0,15,0,1,0,0,N,1,0,0
47.24,1.62,M,55,30,14,5,0,0,0,N,0,1,3
64.19,1.74,V,41,20,0,4,0,0,0,N,0,1,0
94.79,1.7,V,18,0,3,0,8,7,0,N,0,0,1
47.43,1.58,M,64,30,0,3,18,15,3,N,1,4,4
92.03,1.67,M,43,0,0,5,10,0,0,N,2,2,3
99.49,1.78,V,51,0,8,0,0,0,0,N,4,4,4
47.24,1.62,M,40,20,0,0,0,0,0,N,0,2,2
106.06,1.7,V,18,0,0,4,22,15,2,N,0,0,1
90.83,1.74,V,18,0,17,0,19,3,0,N,0,4,3
95.67,1.74,V,27,0,0,3,0,0,0,N,1,2,4
131.04,1.81,V,46,0,4,6,13,11,7,N,1,1,2
91.9,1.7,M,23,0,0,1,0,3,0,N,1,2,1
88.74,1.59,M,46,0,0,0,0,5,0,N,0,0,1
89.8,1.63,M,40,0,10,0,25,15,0,N,3,4,4
104.68,1.71,M,70,0,0,4,0,0,0,N,2,3,4
102.59,1.7,V,34,0,0,0,20,15,0,N,1,1,2
101.79,1.67,V,39,0,0,4,0,0,7,N,2,3,1
98.84,1.7,M,51,0,0,0,13,6,0,N,0,0,0
56.39,1.77,V,49,80,0,9,2,0,4,N,2,3,2
85.8,1.64,M,25,0,0,2,6,4,0,N,1,1,3
102.88,1.7,V,36,0,6,2,0,5,0,N,0,1,0
101.17,1.71,M,53,0,0,0,0,6,1,N,2,3,4
105.58,1.77,V,68,0,7,1,0,0,0,N,1,3,4
45.51,1.59,M,53,70,4,0,3,7,0,N,2,4,4
74.48,1.55,M,52,0,0,0,9,0,0,N,0,1,0
99.31,1.74,V,18,0,0,0,0,7,0,N,2,4,4
50.2,1.67,V,28,200,18,5,0,1,0,N,0,0,0
90.09,1.73,V,38,0,0,0,4,0,0,N,1,1,2
104.39,1.71,V,23,0,0,3,3,6,3,N,1,2,1
108.62,1.79,V,40,0,2,0,10,7,0,N,1,1,0
101.24,1.67,M,47,0,24,2,0,0,0,N,2,2,3
54.5,1.74,V,42,30,10,2,13,6,0,N,1,1,0
86.93,1.68,M,18,0,0,0,15,9,0,N,1,2,1
108.62,1.79,V,39,0,0,1,9,11,2,N,1,4,3
87.43,1.71,M,48,0,0,0,21,2,0,N,2,2,3
47.24,1.62,V,76,180,4,1,5,1,0,N,2,2,1
56.39,1.77,V,43,40,0,0,20,14,6,N,2,3,2
107.5,1.83,V,38,0,0,2,8,3,0,N,3,4,3
57.67,1.79,V,35,100,8,2,4,0,0,N,2,4,4
92.87,1.67,M,52,0,0,0,2,4,0,S,1,1,0
47.82,1.63,M,27,240,0,0,6,14,4,N,1,1,1
104.56,1.78,V,41,0,0,1,8,2,0,N,1,2,2
50.8,1.68,M,36,60,5,0,1,0,0,N,1,1,0
102.02,1.63,M,54,0,19,4,7,4,0,N,3,4,3
80.42,1.64,M,41,0,0,2,2,0,0,N,3,4,4
43.25,1.55,M,53,110,0,1,0,0,0,N,2,4,4
84.05,1.66,M,40,0,9,1,10,0,0,N,0,2,3
107.13,1.81,V,20,0,3,2,4,8,0,N,1,2,4
82.3,1.64,M,37,0,0,2,0,0,1,N,2,3,3
74.52,1.73,M,31,10,19,1,0,0,0,N,2,3,1
80.07,1.56,M,78,0,6,0,13,4,0,N,2,3,4
78.85,1.56,M,35,0,0,2,0,0,0,N,1,2,0
111.96,1.82,V,36,0,0,2,0,2,0,N,1,2,3
92.52,1.64,M,65,0,0,1,0,4,0,N,2,3,3
106.27,1.74,M,40,0,0,1,12,7,0,N,0,0,2
103.55,1.73,M,50,0,11,3,0,1,0,N,1,2,3
87.19,1.74,M,30,0,0,0,0,1,0,N,1,2,2
105.89,1.77,V,47,0,2,0,25,14,0,N,3,4,1
91.32,1.7,M,41,0,0,1,0,0,0,N,1,1,1
89.83,1.66,M,25,0,9,1,7,7,0,N,1,4,4
96.65,1.65,M,28,0,10,3,4,5,0,N,2,3,3
96.54,1.69,M,57,0,0,0,11,5,0,N,1,2,0
92.6,1.72,V,43,0,0,1,0,0,0,N,1,2,3
88.22,1.54,M,64,0,0,0,0,9,0,N,1,1,1
122.29,1.88,V,18,0,0,1,25,16,0,S,2,1,2
52.63,1.71,V,30,130,0,0,0,0,0,N,1,2,2
95.13,1.61,M,47,0,10,1,20,8,1,N,3,3,2
114.24,1.69,V,41,0,7,2,16,17,0,N,2,1,0
52.02,1.7,M,55,190,0,6,0,1,0,N,0,0,0
86.12,1.7,M,18,0,0,0,24,4,1,N,0,1,0
107.58,1.64,M,42,0,0,10,0,1,0,N,3,4,4
91.11,1.69,M,32,0,3,0,5,5,0,N,1,2,2
94.09,1.61,M,21,0,9,4,6,7,0,S,1,1,1
131.48,1.87,V,36,0,0,3,0,5,0,N,0,2,3
94.08,1.72,V,49,0,3,0,9,2,0,N,2,4,4
88.45,1.66,M,25,0,1,4,0,1,0,N,3,4,4
97.37,1.68,M,26,0,3,2,0,9,0,N,0,1,3
50.8,1.68,V,23,110,0,2,0,0,0,N,1,4,4
55.12,1.75,V,51,50,0,0,7,0,0,N,0,1,0
96.53,1.7,V,39,0,7,0,0,2,0,N,0,1,1
108.9,1.65,M,46,0,6,2,12,19,0,N,1,4,4
95.11,1.68,M,35,0,0,2,7,0,0,N,1,1,1
69.94,1.7,M,54,10,0,0,12,0,0,N,3,4,2
90.66,1.65,V,33,0,4,5,0,0,4,N,2,4,4
70.67,1.63,M,18,0,0,0,0,0,0,N,3,4,4
119.51,1.79,V,30,0,0,8,0,0,0,N,0,1,1
75.92,1.57,M,38,0,0,0,2,0,0,N,1,3,2
82.94,1.6,M,51,0,11,0,3,0,0,N,2,1,1
95.87,1.77,V,35,0,5,2,4,0,1,N,1,3,4
54.5,1.74,V,22,120,0,0,3,0,0,N,1,2,1
102.34,1.71,V,34,0,0,3,5,0,NA,S,1,1,0
93.35,1.7,V,36,0,0,2,0,0,0,N,2,4,4
103.77,1.76,V,54,0,4,4,17,0,0,N,1,3,3
107.73,1.78,V,32,0,0,0,17,9,0,N,1,1,1
88.75,1.65,M,33,0,7,0,2,7,0,N,0,3,1
98.94,1.62,M,18,0,3,6,2,3,0,N,1,1,0
91.18,1.64,M,37,0,0,1,12,9,0,N,2,3,3
100.25,1.69,M,30,0,0,1,8,5,0,N,1,0,1
88.75,1.65,M,41,0,2,0,13,8,0,S,1,2,3
83.11,1.69,M,19,0,0,1,6,2,0,N,0,1,0
115.6,1.7,V,74,0,0,3,19,15,0,N,1,3,3
103.51,1.75,V,50,0,0,1,0,2,0,N,1,4,3
87.4,1.69,V,41,0,0,1,0,0,0,N,1,1,1
47.24,1.62,M,38,40,2,3,12,19,0,N,0,2,2
109.65,1.71,M,44,0,0,1,0,8,6,N,1,2,2
96.54,1.69,V,75,0,0,0,26,8,1,N,2,3,4
95.87,1.77,V,47,0,9,0,0,0,0,N,2,4,4
56.39,1.77,V,20,30,0,3,0,0,0,N,2,3,3
101.29,1.76,V,73,0,0,0,11,0,0,N,2,3,3
83.72,1.72,V,18,0,12,0,0,0,0,N,3,4,4
50.8,1.68,M,36,180,0,1,0,0,0,N,2,3,3
107.98,1.72,V,23,0,4,4,0,5,0,N,1,1,0
60.28,1.83,V,58,120,0,0,4,1,4,S,2,3,4
89.86,1.6,M,39,0,2,4,3,1,0,N,2,4,2
88.31,1.71,V,48,0,0,0,0,0,0,N,0,1,1
112.09,1.75,V,52,0,5,0,5,12,0,N,2,4,4
93.39,1.69,V,41,0,0,2,4,6,0,N,1,3,4
114.24,1.69,M,48,0,0,5,14,10,0,N,1,3,3
56.39,1.77,V,24,100,15,2,0,0,0,N,2,4,2
99.13,1.7,M,55,0,0,0,21,9,0,N,1,2,1
91.23,1.71,V,48,0,0,0,2,1,0,N,3,4,3
50.2,1.67,M,18,200,12,6,2,5,NA,N,2,4,2
48.41,1.64,M,18,50,12,5,0,6,0,N,1,2,1
58.97,1.81,V,18,190,7,3,11,12,1,N,0,1,1
144.4,1.9,V,18,0,0,7,1,8,0,N,1,1,2
86.65,1.68,M,29,0,10,0,19,6,0,N,1,1,1
112.83,1.73,V,41,0,0,4,8,7,0,N,1,2,1
97.89,1.62,M,38,0,0,5,6,5,4,N,2,3,4
95.66,1.7,V,53,0,1,0,8,7,0,N,1,2,2
53.25,1.72,V,25,70,4,2,1,0,0,N,1,3,3
107.58,1.64,M,66,0,10,1,21,13,0,N,0,2,2
106.92,1.66,M,78,0,8,5,0,0,0,N,2,4,4
47.24,1.62,M,18,30,0,4,0,0,0,N,0,3,1
98.26,1.7,M,47,0,8,2,0,0,0,N,2,4,4
50.8,1.68,V,18,20,11,1,2,3,0,N,3,4,4
55.12,1.75,V,63,30,0,0,20,8,0,N,3,3,4
89.11,1.69,V,26,0,0,0,14,6,0,N,0,0,0
72.27,1.63,M,39,0,0,0,0,0,0,S,1,4,3
107.73,1.78,V,49,0,3,0,2,5,0,N,2,3,2
85.97,1.66,M,35,0,0,1,25,5,2,N,2,2,2
102.4,1.6,M,39,0,19,8,0,14,0,S,2,4,2
101.55,1.65,M,43,0,4,3,15,8,0,N,2,1,0
105.77,1.7,V,56,0,0,1,9,11,0,N,2,4,4
49,1.65,M,19,120,13,6,4,10,0,S,1,2,1
58.97,1.81,V,46,50,16,0,14,1,0,N,2,4,3
116.91,1.78,V,30,0,6,2,10,10,3,N,2,3,3
58.32,1.8,V,41,50,3,3,20,9,0,N,3,3,3
52.63,1.71,M,30,70,0,3,5,2,4,N,2,2,3
48.41,1.64,V,36,60,3,4,0,6,0,N,0,0,1
113.31,1.72,V,51,0,2,2,11,9,0,S,0,0,1
46.66,1.61,M,58,30,0,5,6,0,0,N,4,4,4
111.28,1.67,M,49,0,0,8,0,0,4,N,3,3,2
87.66,1.65,M,48,0,5,2,0,0,0,N,2,4,3
93.71,1.67,M,60,0,0,0,0,0,0,N,0,0,0
58.97,1.81,V,18,30,0,5,0,0,1,N,1,2,1
84.99,1.64,M,31,0,0,2,0,0,0,N,2,3,3
87.61,1.56,M,18,0,0,6,0,0,3,N,3,3,2
107.83,1.83,V,49,0,0,0,5,3,0,N,2,2,2
52.63,1.71,M,53,80,0,0,0,8,0,N,1,2,3
93.57,1.61,M,31,0,7,5,0,0,0,N,2,4,4
56.39,1.77,V,49,110,13,2,0,0,0,N,0,1,2
47.82,1.63,M,41,70,5,2,10,6,0,N,2,1,0
101.15,1.7,V,59,0,6,2,0,0,0,N,1,2,1
48.41,1.64,M,37,150,6,2,0,6,3,N,1,3,3
73.74,1.53,M,24,0,0,3,0,0,0,N,1,0,0
47.82,1.63,M,44,150,0,0,0,0,2,N,1,2,2
54.73,1.72,V,42,20,0,2,9,1,0,N,2,2,3
47.82,1.63,M,28,60,0,1,4,0,11,N,3,2,3
78.73,1.62,M,40,10,3,2,16,10,0,N,2,3,2
107.22,1.7,V,58,0,21,4,3,0,0,N,2,2,2
49,1.65,M,44,30,19,2,15,9,0,N,0,1,0
119.72,1.73,M,54,0,0,10,0,0,0,N,2,2,0
94.82,1.69,M,18,0,9,2,0,4,0,N,2,4,3
49.6,1.66,M,21,70,21,0,11,3,6,N,0,0,0
72.15,1.65,M,35,10,0,4,13,0,0,N,0,1,2
79.36,1.66,M,41,0,0,0,12,2,0,N,1,2,1
104.63,1.64,M,58,0,5,2,0,8,0,N,1,0,0
57.03,1.78,V,27,100,16,3,10,14,3,N,0,2,3
95.39,1.61,M,25,0,28,5,4,4,0,N,1,4,4
50.48,1.67,M,48,20,0,1,10,4,1,N,2,2,3
113.6,1.72,V,47,0,3,1,0,10,0,N,2,4,4
107.82,1.68,M,45,0,20,2,0,6,0,N,1,1,1
56.39,1.77,V,33,110,5,1,8,0,0,N,1,2,2
51.41,1.69,V,67,100,0,7,0,1,0,N,1,3,3
49.6,1.66,M,47,60,0,0,6,9,2,N,3,4,3
93.86,1.74,V,38,0,4,0,10,0,0,N,1,1,2
54.5,1.74,V,27,110,10,1,13,13,0,N,4,4,2
93.62,1.58,M,31,0,0,1,20,14,0,N,1,1,1
46.66,1.61,M,18,70,0,0,0,12,0,N,1,2,2
78.95,1.65,M,29,0,1,0,6,2,0,N,0,1,2
101.38,1.6,M,47,0,15,7,0,0,0,N,1,2,1
120.19,1.76,V,43,0,3,5,0,5,0,N,2,3,4
100.4,1.67,V,61,0,0,0,0,3,0,N,0,1,0
99.71,1.71,M,32,0,0,3,0,0,2,N,1,2,1
106.44,1.85,V,37,0,0,2,0,0,0,N,2,4,4
82.03,1.64,M,36,0,0,0,10,2,0,N,1,2,1
53.25,1.72,V,36,140,16,0,0,0,0,N,0,2,1
55.12,1.75,V,42,90,10,0,2,0,0,N,0,2,3
54.5,1.74,V,64,50,7,6,2,9,2,N,2,2,0
53.87,1.73,V,38,40,0,0,9,2,0,N,1,1,2
52.02,1.7,M,26,110,4,0,3,6,0,N,1,1,2
98.04,1.63,M,58,0,9,4,9,5,0,N,3,4,3
45.51,1.59,M,62,90,12,1,16,13,0,N,1,2,3
76.65,1.64,M,19,0,0,0,14,8,0,N,2,4,4
110.22,1.66,M,64,0,2,6,1,8,0,N,0,1,2
86.84,1.61,M,47,0,3,0,6,0,0,N,1,2,0
83.46,1.62,M,18,0,0,5,13,3,0,N,1,4,4
109.24,1.73,V,43,0,8,2,0,2,0,N,1,1,1
58.97,1.81,V,31,30,0,0,5,6,0,N,1,3,2
93.71,1.67,M,47,0,3,3,0,0,2,N,3,4,3
46.08,1.6,M,46,90,1,0,25,23,3,N,0,0,0
112.53,1.73,M,34,0,13,0,15,11,NA,N,0,0,0
78.71,1.73,V,26,10,0,0,0,6,4,N,1,2,1
96.11,1.58,M,34,0,9,6,0,1,1,N,0,1,0
80.64,1.6,M,29,0,14,1,0,0,0,N,2,3,3
102.59,1.7,V,39,0,0,4,12,4,0,S,0,2,1
50.7,1.66,M,65,30,14,5,0,2,0,N,2,2,3
88.75,1.65,M,36,0,15,0,7,4,0,N,2,2,3
102.13,1.77,V,56,0,6,2,0,0,0,N,3,4,3
73.33,1.73,V,42,10,1,2,0,0,0,N,0,2,3
86.53,1.6,M,27,0,6,0,15,7,3,N,2,0,1
74.79,1.68,M,68,10,0,2,13,4,0,N,3,4,4
102.88,1.62,M,36,0,17,5,0,0,3,N,0,0,0
92.6,1.72,V,34,0,8,0,0,0,0,N,2,3,3
81.68,1.69,V,32,0,6,1,6,0,0,N,2,3,3
80.65,1.59,M,36,0,0,2,3,0,0,N,2,3,4
86.93,1.68,V,30,0,0,1,2,0,3,N,0,1,0
92.46,1.63,M,33,0,6,4,0,0,0,N,1,2,0
46.66,1.61,M,41,80,2,4,0,1,1,N,2,2,2
120.13,1.85,V,37,0,6,5,0,0,NA,N,1,3,3
104.15,1.63,M,31,0,10,1,0,13,0,N,1,3,2
106.26,1.67,M,42,0,9,0,11,17,3,N,0,2,3
105.09,1.79,V,29,0,8,1,15,6,0,N,1,2,3
99.49,1.78,V,51,0,0,0,0,1,0,N,2,3,3
85.02,1.61,M,31,0,7,0,3,8,0,N,1,3,4
120.85,1.8,V,44,0,15,5,10,0,0,N,1,1,0
104.01,1.77,V,32,0,8,0,5,6,0,N,2,3,3
55.76,1.76,V,37,30,0,3,10,7,3,N,1,0,1
46.66,1.61,M,34,90,1,0,0,4,0,N,0,3,2
64.03,1.63,M,47,20,0,6,8,4,0,N,2,3,4
57.03,1.78,V,18,60,6,0,14,1,0,S,2,4,4
52.02,1.7,M,42,90,0,0,16,2,0,N,0,1,0
52.63,1.71,M,21,30,0,3,13,0,3,N,1,2,2
107.51,1.7,V,51,0,8,4,6,6,0,N,3,4,4
101.41,1.8,V,18,0,4,3,5,0,0,N,1,0,2
89.52,1.67,V,28,0,9,3,0,0,0,N,1,1,1
111.47,1.75,V,49,0,15,2,13,5,0,N,0,0,0
126.74,1.78,V,36,0,8,11,0,0,0,N,0,1,1
49.6,1.66,M,20,20,9,1,0,0,0,N,1,2,2
100.25,1.69,M,35,0,4,5,0,0,1,N,1,4,4
91.73,1.68,M,39,0,0,1,0,3,0,N,1,2,1
90.21,1.61,M,62,0,0,3,1,1,0,N,3,2,3
59.62,1.82,V,23,60,7,0,9,1,1,N,2,2,1
106.21,1.77,V,25,0,0,6,3,0,0,N,2,3,4
89.23,1.62,M,34,0,7,0,24,9,0,N,1,1,2
79.22,1.65,M,30,0,1,0,0,0,0,N,4,4,2
76.66,1.56,M,38,0,0,0,13,0,0,N,0,0,0
53.87,1.73,V,40,80,24,1,10,3,NA,N,1,3,4
97.68,1.69,V,35,0,8,0,13,6,0,N,0,1,1
112.83,1.73,V,41,0,10,5,0,1,0,N,2,3,3
95.89,1.66,M,53,0,1,0,0,3,0,N,2,4,4
53.87,1.73,V,48,140,1,0,8,11,0,N,1,3,4
111.56,1.67,M,54,0,0,3,17,18,0,N,0,1,0
89.23,1.57,M,61,0,0,0,3,8,0,N,2,4,4
89.47,1.68,M,27,0,15,0,18,4,0,N,1,1,2
116.64,1.8,V,20,0,0,7,0,0,0,N,1,2,1
85.97,1.71,M,19,0,5,0,0,0,0,N,1,2,2
101,1.65,M,71,0,13,1,21,9,0,N,0,1,0
78,1.64,M,61,10,9,2,3,1,0,N,1,2,2
110.98,1.7,M,42,0,0,1,5,11,0,N,1,2,0
91.4,1.69,M,18,0,0,2,2,0,0,N,1,2,2
53.25,1.72,V,18,50,0,1,7,4,8,N,0,0,0
53.25,1.72,V,60,50,0,0,10,6,0,N,2,3,4
70,1.57,M,22,0,0,1,0,1,0,N,1,2,1
81.3,1.63,M,40,0,1,0,0,0,0,N,0,1,2
114.07,1.79,V,51,0,0,2,12,10,0,N,2,3,3
106.64,1.7,V,66,0,0,0,0,9,0,N,1,3,3
99.27,1.81,V,20,0,0,0,15,6,5,N,2,4,4
50.2,1.67,M,35,40,6,0,3,0,6,N,2,2,2
48.41,1.64,M,60,40,6,1,9,10,1,N,1,0,0
123.88,1.82,V,64,0,0,3,11,7,0,N,2,2,1
44.94,1.58,M,37,90,0,2,0,0,0,N,2,3,4
89.43,1.61,M,38,0,5,0,0,8,0,N,1,2,2
53.87,1.73,V,22,50,4,0,16,4,1,N,2,3,3
46.66,1.61,M,32,90,1,2,21,6,3,N,2,2,1
113,1.7,M,44,0,0,0,11,14,1,N,1,2,1
98.77,1.73,V,40,0,0,2,0,0,0,N,2,2,1
100.59,1.72,V,39,0,0,1,17,11,0,N,1,3,4
114.04,1.71,V,45,0,23,2,9,7,0,N,0,1,0
100.3,1.71,V,44,0,0,0,0,6,0,N,1,2,2
91.96,1.79,V,40,0,0,0,0,0,0,N,3,4,4
116.56,1.72,M,60,0,10,6,0,4,0,N,1,4,4
99.94,1.77,V,56,0,0,0,6,5,0,S,1,1,3
113.76,1.84,V,63,0,0,0,2,0,0,N,1,1,1
109.63,1.78,V,61,0,0,1,0,0,0,N,1,3,2
52.02,1.7,V,44,110,0,0,0,11,0,N,0,0,0
97.04,1.72,V,34,0,7,0,7,5,0,N,2,4,4
103.81,1.71,V,26,0,0,0,16,12,1,N,0,2,1
117.29,1.75,V,46,0,11,3,9,7,0,N,1,2,2
56.39,1.77,V,55,80,0,3,14,4,0,N,3,4,4
110.73,1.81,V,55,0,0,0,5,7,0,N,1,4,4
72.7,1.6,M,19,0,0,0,9,1,0,N,2,2,3
104.98,1.62,M,55,0,0,3,0,8,0,N,2,1,0
91.74,1.74,V,53,0,3,0,12,2,2,N,2,4,4
86.25,1.69,M,48,0,5,0,6,0,0,N,2,3,2
55.76,1.76,V,48,70,0,0,20,6,0,N,2,3,2
98.22,1.72,V,35,0,11,1,3,7,0,N,1,2,1
119.74,1.75,V,47,0,20,3,2,4,0,S,0,0,0
78.08,1.6,M,36,0,0,1,0,0,0,N,3,4,4
52.22,1.6,M,51,30,17,3,3,8,0,N,0,0,0
86.83,1.69,M,37,0,0,0,0,0,0,N,0,0,1
55.12,1.75,M,30,140,0,3,0,3,0,N,0,1,3
95.56,1.72,M,32,0,0,2,10,4,0,N,2,3,1
121.1,1.74,V,31,0,0,6,7,14,0,N,2,2,3
43.25,1.55,M,37,70,0,3,0,0,0,N,1,2,2
70.33,1.62,M,52,10,0,1,0,3,0,N,1,3,3
55.12,1.75,V,44,20,0,0,0,0,0,S,0,1,1
116.23,1.77,V,18,0,0,8,20,8,0,N,2,3,3
58.97,1.81,V,46,20,6,0,0,0,0,N,3,4,4
94.26,1.67,M,32,0,13,1,0,1,0,N,3,4,4
43.8,1.56,M,39,70,13,0,0,0,0,N,1,3,3
93.14,1.66,M,31,0,2,0,12,8,2,N,0,2,2
52.02,1.7,V,33,30,0,0,0,0,0,N,1,4,3
104.56,1.78,V,44,0,0,0,14,6,0,N,1,3,3
85.55,1.63,M,57,0,4,0,2,1,0,N,3,4,4
84.2,1.56,M,73,0,9,1,19,5,0,N,2,4,4
77.76,1.61,M,34,0,0,1,17,4,0,N,2,2,3
89.3,1.65,M,60,0,11,1,1,0,0,N,0,4,4
101.18,1.72,V,60,0,0,4,3,0,2,N,2,4,4
116.6,1.78,V,21,0,0,3,12,11,0,N,2,1,1
51.41,1.69,M,46,40,10,0,6,10,1,N,3,4,4
55.76,1.76,V,55,90,0,1,14,5,0,N,1,2,3
90.11,1.65,M,30,0,0,3,0,0,0,N,3,3,1
78.62,1.59,M,20,0,11,0,15,8,2,N,2,3,4
49.6,1.66,M,18,70,0,0,28,18,0,N,1,1,2
71.29,1.59,M,31,10,0,3,0,3,0,S,1,2,2
60.94,1.84,V,29,40,4,0,5,5,0,N,2,2,3
92.02,1.61,M,32,0,0,3,15,8,0,N,0,0,0
95.11,1.69,M,31,0,0,3,8,0,1,N,2,3,2
57.67,1.79,V,43,140,0,0,0,0,1,N,3,4,4
50.8,1.68,V,43,40,12,0,0,5,0,N,2,3,4
102.37,1.65,M,41,0,0,1,14,11,0,N,1,0,1
101.04,1.68,V,35,0,9,5,3,1,0,N,2,3,4
96.49,1.77,V,27,0,10,0,6,2,0,S,1,4,3
116.54,1.77,V,69,0,3,4,17,7,0,N,2,4,4
57.03,1.78,V,34,200,8,1,9,0,0,N,2,3,3
135.42,1.84,V,52,0,0,3,0,10,0,N,0,1,0
97.04,1.72,V,24,0,0,0,20,12,0,S,2,4,1
111.22,1.77,V,26,0,11,0,32,18,0,S,3,3,2
100.44,1.78,V,18,0,0,4,0,0,0,N,0,1,2
123.9,1.76,V,46,0,0,6,7,9,0,N,1,0,0
88.7,1.62,M,41,0,1,0,17,12,0,N,2,3,3
79.77,1.65,M,21,0,17,0,5,0,1,N,1,1,0
87.15,1.63,M,18,0,3,2,0,5,0,N,1,3,1
55.76,1.76,V,48,70,0,2,27,20,0,N,2,4,4
114.04,1.77,V,38,0,1,0,10,15,3,N,1,2,1
104.34,1.82,V,48,0,0,0,6,3,0,N,2,2,3
87.01,1.57,M,48,0,19,5,0,0,1,N,2,4,4
121.1,1.74,V,55,0,0,5,11,13,0,N,1,2,0
83.49,1.66,V,49,0,0,0,16,2,0,N,1,1,0
92.93,1.6,V,32,0,0,4,10,12,0,N,2,4,4
103.51,1.71,V,52,0,23,0,27,11,0,N,2,4,4
108.36,1.78,M,51,0,0,0,16,7,0,N,0,2,4
101.29,1.76,V,29,0,1,3,0,3,0,N,0,2,3
92.19,1.7,V,56,0,6,0,0,0,0,N,3,3,4
83.69,1.63,M,20,0,0,2,13,3,0,N,0,0,0
105.66,1.74,M,52,0,10,3,1,0,0,N,0,2,3
102.22,1.76,V,36,0,4,0,0,0,4,N,1,3,2
51.41,1.69,M,41,120,0,2,5,6,0,N,2,0,0
102.59,1.75,V,48,0,0,1,0,0,5,N,0,1,0
88.18,1.66,M,39,0,0,4,0,0,0,N,2,3,2
98.19,1.76,V,25,0,0,0,9,5,9,N,0,2,2
87.59,1.75,V,27,10,0,0,11,12,0,N,0,1,1
100.82,1.74,M,51,0,6,2,6,1,2,N,2,4,3
125,1.77,V,59,0,2,3,1,9,4,N,2,4,4
109.84,1.73,V,27,0,6,4,26,13,0,N,2,2,2
129.27,1.83,V,44,0,0,5,18,8,0,N,3,4,4
113.35,1.81,V,33,0,0,0,1,8,0,N,1,2,1
49.6,1.66,V,49,190,0,0,0,10,0,N,0,0,1
73.65,1.51,M,23,0,0,0,12,9,0,N,2,4,4
53.87,1.73,V,50,60,8,1,10,1,0,N,3,4,4
106.38,1.79,V,29,0,6,0,15,5,0,N,1,1,0
58.96,1.73,V,39,20,0,0,10,11,0,N,1,1,1
95.21,1.64,M,47,0,1,3,5,4,0,N,1,2,2
57.03,1.78,V,18,50,0,0,20,5,0,N,1,3,3
98.81,1.72,V,18,0,0,3,0,3,0,N,2,3,3
113.1,1.77,V,61,0,0,0,11,6,0,N,1,0,0
54.5,1.74,V,40,40,6,5,3,2,0,N,1,3,1
91.5,1.56,M,33,0,7,4,0,5,6,N,3,4,4
77.72,1.53,M,54,0,3,0,1,0,0,N,0,0,0
120.47,1.85,V,36,0,0,4,0,0,0,N,0,0,0
44.37,1.57,V,18,160,15,4,10,0,0,N,1,3,3
99.28,1.67,M,49,0,0,4,3,0,0,N,0,1,0
88.18,1.66,M,36,0,0,2,0,1,0,S,0,2,2
86.83,1.69,M,36,0,0,3,14,0,0,N,1,1,0
99.63,1.77,V,31,0,0,2,0,0,0,N,1,2,1
110.16,1.67,M,35,0,0,5,0,8,0,N,0,0,1
96.71,1.63,M,62,0,3,2,5,1,2,N,3,3,1
106.81,1.67,M,45,0,0,7,0,0,0,N,0,3,3
72.79,1.67,M,36,10,16,0,0,0,5,N,1,1,2
133.96,1.83,V,53,0,0,5,0,5,0,N,0,1,2
108.04,1.78,V,28,0,0,4,0,2,0,N,1,1,1
109.88,1.67,M,32,0,0,6,0,5,0,S,3,3,2
102.94,1.74,V,57,0,11,0,0,0,1,N,1,0,1
98.42,1.62,M,40,0,0,6,8,4,1,N,2,2,3
83.39,1.67,M,30,0,0,0,0,0,NA,N,0,1,0
47.82,1.63,M,51,180,0,0,12,5,0,N,1,1,0
64.98,1.67,V,41,20,0,4,0,5,0,S,1,2,3
57.67,1.79,M,21,50,2,5,1,0,0,S,2,4,4
77.05,1.63,M,45,0,0,0,11,0,0,N,1,1,1
141.38,1.88,V,20,0,1,11,0,1,0,N,2,3,4
52.02,1.7,V,37,50,12,0,0,1,1,N,1,3,3
62.72,1.72,M,50,30,10,2,19,15,0,N,0,0,0
99.13,1.7,M,47,0,0,1,0,9,0,N,2,4,4
94.09,1.61,M,64,0,12,0,0,7,0,N,0,2,2
95.91,1.71,M,34,0,0,4,0,0,0,N,0,2,1
90.83,1.74,M,38,0,0,0,13,6,1,N,3,4,4
105.63,1.76,V,56,0,12,0,0,3,0,N,2,4,2
110.26,1.78,V,37,0,16,3,0,0,0,N,1,1,2
106.28,1.63,M,46,0,0,5,0,6,0,S,2,2,2
92.34,1.74,V,27,0,0,1,0,0,0,N,2,3,4
84.2,1.81,V,37,10,0,0,4,8,0,N,2,2,3
46.08,1.6,M,41,280,0,2,1,3,1,N,0,1,0
